X,Y,Unique Squirrel ID,Hectare,Shift,Date,Hectare Squirrel Number,Age,Primary Fur Color,Highlight Fur Color,Combination of Primary and Highlight Color,Color notes,Location,Above Ground Sighter Measurement,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail flags,Tail twitches,Approaches,Indifferent,Runs from,Other Interactions,Lat/Long
-73.9672054610151,40.7876519923501,26A-PM-1006-05,26A,PM,10062018,5,Adult,Gray,,Gray+,,Above Ground,40,,false,true,false,false,false,,false,false,false,false,true,false,false,false,,POINT (-73.9672054610151 40.7876519923501)
-73.9614824437251,40.7912929799884,32C-PM-1013-03,32C,PM,10132018,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,,false,true,false,false,false,,false,false,false,false,true,false,false,false,,POINT (-73.9614824437251 40.7912929799884)
-73.9571407991577,40.7931917396406,35E-PM-1006-02,35E,PM,10062018,2,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,false,true,false,false,begging for food,POINT (-73.9571407991577 40.7931917396406)
-73.9707197274481,40.7773956803431,14D-PM-1019-12,14D,PM,10192018,12,Adult,Gray,,Gray+,,,,,false,false,false,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9707197274481 40.7773956803431)
-73.9623696148045,40.792184861375,32B-AM-1017-04,32B,AM,10172018,4,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,13,,false,false,true,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9623696148045 40.792184861375)
-73.9576035072364,40.7966120824816,38C-AM-1019-01,38C,AM,10192018,1,Juvenile,Gray,White,Gray+White,,Ground Plane,FALSE,,true,false,false,false,false,,false,false,false,false,false,false,false,true,runs from (lawnmower),POINT (-73.9576035072364 40.7966120824816)
-73.9673548527075,40.7765669058396,15G-PM-1019-11,15G,PM,10192018,11,Adult,Gray,,Gray+,,Above Ground,4,,false,false,true,false,false,,false,false,false,false,false,false,false,false,stared,POINT (-73.9673548527075 40.7765669058396)
-73.9704862864304,40.7739583111676,11F-PM-1006-02,11F,PM,10062018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,false,false,true,false,,POINT (-73.9704862864304 40.7739583111676)
-73.970315671921,40.7720905395472,10G-PM-1017-02,10G,PM,10172018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,false,false,false,true,false,,false,false,false,false,false,false,true,false,,POINT (-73.970315671921 40.7720905395472)
-73.9596398997228,40.7933386953847,34D-PM-1007-02,34D,PM,10072018,2,Adult,Black,,Black+,,Above Ground,25,,true,false,true,false,false,,false,false,false,false,false,false,false,false,cautiously aware,POINT (-73.9596398997228 40.7933386953847)
-73.9548957862084,40.7944844464619,37G-AM-1014-05,37G,AM,10142018,5,Adult,Gray,,Gray+,,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,false,false,true,false,,POINT (-73.9548957862084 40.7944844464619)
-73.964080104186,40.7907898627287,30B-AM-1007-02,30B,AM,10072018,2,Adult,Gray,,Gray+,,Above Ground,15,,true,false,false,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.964080104186 40.7907898627287)
-73.9781303869038,40.7725000348875,7A-AM-1006-02,07A,AM,10062018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,8,in tree,false,false,true,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9781303869038 40.7725000348875)
-73.9672127283283,40.7810666805133,20D-AM-1007-01,20D,AM,10072018,1,Adult,Gray,,Gray+,too far to note 30',Ground Plane,FALSE,,true,false,true,true,false,a lot of activity,false,false,false,true,false,false,false,false,,POINT (-73.9672127283283 40.7810666805133)
-73.9556817958407,40.788852000621,32I-AM-1013-02,32I,AM,10132018,2,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,15,,false,false,true,false,false,,false,false,false,false,false,false,false,false,watching me from tree - curious,POINT (-73.9556817958407 40.788852000621)
-73.9752000129992,40.7732918122239,8C-PM-1013-04,08C,PM,10132018,4,Juvenile,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,true,false,false,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9752000129992 40.7732918122239)
-73.9698817079185,40.7758322627711,13E-PM-1008-10,13E,PM,10082018,10,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,false,false,false,true,true,,false,false,false,false,true,false,false,true,,POINT (-73.9698817079185 40.7758322627711)
-73.9757001944781,40.769499790547,5E-AM-1008-09,05E,AM,10082018,9,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,2,went up tree,true,false,false,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9757001944781 40.769499790547)
-73.9584835416846,40.7978213396921,39B-PM-1014-06,39B,PM,10142018,6,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,10,,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9584835416846 40.7978213396921)
-73.9606817053484,40.7917320450401,32D-PM-1006-07,32D,PM,10062018,7,Adult,Gray,"Black, Cinnamon, White","Gray+Black, Cinnamon, White",,Ground Plane,FALSE,,false,false,false,true,false,,false,false,false,true,false,false,true,false,,POINT (-73.9606817053484 40.7917320450401)
-73.9649590119935,40.7822107920769,21F-AM-1018-01,21F,AM,10182018,1,Adult,Gray,,Gray+,,Above Ground,15,,false,false,true,false,false,,false,false,false,false,true,false,true,false,,POINT (-73.9649590119935 40.7822107920769)
-73.959709414696,40.7919745085986,33D-PM-1006-03,33D,PM,10062018,3,,Black,,Black+,,Above Ground,15,,true,false,false,true,false,,false,false,false,false,true,false,false,true,ran up tree,POINT (-73.959709414696 40.7919745085986)
-73.9735946835545,40.7724155751282,8E-PM-1008-01,08E,PM,10082018,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,by tree trunk base,false,false,false,true,false,,false,false,false,false,false,true,false,false,eating food being thrown at it by a mom & baby,POINT (-73.9735946835545 40.7724155751282)
-73.9588358879692,40.7912631913057,33E-PM-1012-01,33E,PM,10122018,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,false,false,false,true,true,,false,false,false,false,false,false,false,true,,POINT (-73.9588358879692 40.7912631913057)
-73.968045072743,40.7836626717225,22C-AM-1013-02,22C,AM,10132018,2,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,4,,false,false,true,false,true,,true,false,false,true,false,false,false,true,,POINT (-73.968045072743 40.7836626717225)
-73.979316275899,40.7692134727555,3B-PM-1007-01,03B,PM,10072018,1,Adult,Gray,White,Gray+White,,Above Ground,,in tree,false,false,false,false,false,chased by dog,false,false,false,false,false,false,false,false,,POINT (-73.979316275899 40.7692134727555)
-73.9550351380957,40.7974681522214,40E-AM-1014-01,40E,AM,10142018,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,true,false,false,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9550351380957 40.7974681522214)
-73.9578316525492,40.7890102959629,31G-PM-1007-01,31G,PM,10072018,1,Adult,Gray,,Gray+,,Above Ground,15,,false,false,false,false,false,hiding,false,false,false,false,true,false,false,false,"froze,sight of dogs",POINT (-73.9578316525492 40.7890102959629)
-73.9592537496995,40.7919271821316,33E-AM-1014-03,33E,AM,10142018,3,Adult,Black,,Black+,,Above Ground,5,,false,false,true,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9592537496995 40.7919271821316)
-73.9733966282316,40.7717179627127,8E-PM-1008-08,08E,PM,10082018,8,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,false,false,false,false,,POINT (-73.9733966282316 40.7717179627127)
-73.970720187655,40.7774564799983,14D-PM-1019-11,14D,PM,10192018,11,Adult,Gray,,Gray+,,,,,false,false,false,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.970720187655 40.7774564799983)
-73.9790875480358,40.7676104780657,2C-AM-1010-03,02C,AM,10102018,3,Adult,Black,Gray,Black+Gray,,Above Ground,30,,false,false,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9790875480358 40.7676104780657)
-73.9802376131034,40.7680707516627,1B-AM-1012-12,01B,AM,10122018,12,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,true,false,false,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9802376131034 40.7680707516627)
-73.9577212629651,40.7965525296722,38C-PM-1014-06,38C,PM,10142018,6,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,false,false,false,true,true,,false,false,false,false,false,false,true,false,,POINT (-73.9577212629651 40.7965525296722)
-73.9719888241794,40.7667681685356,4I-PM-1007-03,04I,PM,10072018,3,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Above Ground,3,ran to tree,false,false,false,false,false,being chased,false,false,false,false,false,false,false,false,,POINT (-73.9719888241794 40.7667681685356)
-73.9565686300382,40.797592846003,40C-PM-1006-03,40C,PM,10062018,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,,true,false,false,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9565686300382 40.797592846003)
-73.9669206605745,40.7748155701122,13H-PM-1010-03,13H,PM,10102018,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,in glen,false,false,false,true,false,,false,false,false,false,false,false,true,false,,POINT (-73.9669206605745 40.7748155701122)
-73.9690416961886,40.7716618670996,10H-AM-1014-05,10H,AM,10142018,5,,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,false,false,false,false,,POINT (-73.9690416961886 40.7716618670996)
-73.9686737866872,40.7739714023732,12G-PM-1007-06,12G,PM,10072018,6,,Gray,Cinnamon,Gray+Cinnamon,,,,,false,false,false,false,true,,false,false,false,false,false,false,true,false,,POINT (-73.9686737866872 40.7739714023732)
-73.9763433202401,40.7738473490681,9B-PM-1013-10,09B,PM,10132018,10,Juvenile,Cinnamon,Gray,Cinnamon+Gray,"""Brown"" written in as Primary",Above Ground,12,,false,false,false,true,false,,false,false,false,false,false,false,true,false,,POINT (-73.9763433202401 40.7738473490681)
-73.9590502257662,40.794290363687,36C-PM-1013-06,36C,PM,10132018,6,Adult,Gray,,Gray+,,Ground Plane,FALSE,Running across wide street,true,false,false,false,true,carrying food in mouth,false,false,false,false,false,false,false,false,,POINT (-73.9590502257662 40.794290363687)
-73.965862100991,40.7825926896917,22D-PM-1012-01,22D,PM,10122018,1,Adult,Gray,"Black, White","Gray+Black, White",,Above Ground,5,,false,false,true,false,false,,true,false,false,false,false,false,false,false,climbing tree,POINT (-73.965862100991 40.7825926896917)
-73.9681917366128,40.7723298813768,11I-PM-1012-03,11I,PM,10122018,3,Adult,Gray,,Gray+,,Ground Plane,FALSE,,true,false,true,false,true,,false,false,false,false,false,false,false,true,runs from the dog,POINT (-73.9681917366128 40.7723298813768)
-73.9597470659927,40.7973215935416,38A-PM-1013-01,38A,PM,10132018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,true,false,false,false,true,,false,false,false,false,true,false,false,true,,POINT (-73.9597470659927 40.7973215935416)
-73.9680774548516,40.7762491903691,14F-PM-1012-01,14F,PM,10122018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,true,false,false,true,true,,false,false,false,false,false,false,true,false,,POINT (-73.9680774548516 40.7762491903691)
-73.9786603147149,40.7671937837017,1D-AM-1006-09,01D,AM,10062018,9,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,true,false,false,false,true,,false,false,false,false,true,false,true,false,,POINT (-73.9786603147149 40.7671937837017)
-73.9766354967197,40.7734575166319,8B-AM-1007-09,08B,AM,10072018,9,Adult,Gray,,Gray+,,Ground Plane,FALSE,,true,false,false,true,false,"shelling and eating a nut then a dog chased it up a tree & squirrel carried its nut up the tree,settled in a branch & resumed eating",false,false,false,false,false,false,true,false,,POINT (-73.9766354967197 40.7734575166319)
-73.9787658435198,40.7689419765393,3B-PM-1007-07,03B,PM,10072018,7,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,false,false,false,true,false,eating loudly <- peanuts w/ shells,false,false,false,false,false,false,true,false,,POINT (-73.9787658435198 40.7689419765393)
-73.9633760173635,40.7818422357619,22G-PM-1018-03,22G,PM,10182018,3,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,true,false,false,false,false,chilling,false,false,false,false,false,false,true,false,observed,POINT (-73.96337601736352 40.7818422357619)
-73.9530809650496,40.7959176317705,40G-PM-1013-02,40G,PM,10132018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,true,false,false,true,false,hiding from dog,false,false,false,false,false,false,false,true,runs from (dog),POINT (-73.9530809650496 40.79591763177051)
-73.9584024936392,40.7851491701944,27I-PM-1020-01,27I,PM,10202018,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,false,false,true,true,runs from (us),POINT (-73.9584024936392 40.7851491701944)
-73.9669366401071,40.7836023897982,22C-PM-1006-09,22C,PM,10062018,9,Adult,Gray,,Gray+,,Ground Plane,FALSE,,true,false,false,false,false,,false,true,false,false,false,false,false,false,,POINT (-73.96693664010711 40.7836023897982)
-73.9785675798034,40.7672992405289,1C-PM-1013-05,01C,PM,10132018,5,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,false,false,false,false,,POINT (-73.9785675798034 40.7672992405289)
-73.9698934182612,40.7708211633861,8H-PM-1014-03,08H,PM,10142018,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,true,false,false,false,true,,false,false,false,false,false,false,false,false,,POINT (-73.9698934182612 40.7708211633861)
-73.9721899838568,40.7761519045651,13C-AM-1010-03,13C,AM,10102018,3,Adult,Gray,,Gray+,,Above Ground,20,,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9721899838568 40.7761519045651)
-73.9570131890379,40.7991786736124,41B-PM-1014-05,41B,PM,10142018,5,Adult,Gray,,Gray+,,Above Ground,25,,false,false,true,false,false,,true,false,false,false,false,false,true,true,,POINT (-73.9570131890379 40.7991786736124)
-73.9702788578386,40.7694484997295,7I-PM-1013-05,07I,PM,10132018,5,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,Rock,false,false,false,true,false,,false,false,false,true,false,false,false,false,,POINT (-73.9702788578386 40.7694484997295)
-73.9639888092327,40.791449395909,31A-AM-1010-01,31A,AM,10102018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,,false,false,false,true,false,,false,false,false,false,true,false,false,true,,POINT (-73.9639888092327 40.791449395909005)
-73.9573604880421,40.7930844158021,35E-PM-1006-03,35E,PM,10062018,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,false,false,false,true,true,,false,false,false,false,false,false,true,false,,POINT (-73.9573604880421 40.7930844158021)
-73.9777328709928,40.7669087724668,1D-AM-1006-02,01D,AM,10062018,2,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,true,false,false,false,false,,false,false,false,false,true,false,false,false,,POINT (-73.9777328709928 40.7669087724668)
-73.9671851611243,40.7750878657618,14H-PM-1012-01,14H,PM,10122018,1,Adult,Gray,"Black, Cinnamon, White","Gray+Black, Cinnamon, White",,Ground Plane,FALSE,,true,false,false,true,false,,false,false,false,false,false,true,false,false,approaches (came very close to me),POINT (-73.9671851611243 40.7750878657618)
-73.9664630067791,40.7756361515825,14H-AM-1007-04,14H,AM,10072018,4,Juvenile,Gray,White,Gray+White,,Ground Plane,FALSE,,false,true,false,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9664630067791 40.7756361515825)
-73.9694630409125,40.769737659647,8I-PM-1013-01,08I,PM,10132018,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,false,false,true,false,,POINT (-73.9694630409125 40.769737659647)
-73.9756754297747,40.7738518843446,9B-PM-1013-02,09B,PM,10132018,2,Juvenile,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,true,false,true,false,,POINT (-73.9756754297747 40.7738518843446)
-73.9756557086441,40.773296289824,8B-PM-1012-08,08B,PM,10122018,8,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,false,false,true,false,,POINT (-73.9756557086441 40.773296289824)
-73.9704485231855,40.7717290560806,9G-AM-1007-02,09G,AM,10072018,2,Adult,Gray,,Gray+,,Above Ground,25,,false,false,true,false,false,,false,false,false,false,false,false,false,true,kids were trying to poke it with a stick,POINT (-73.9704485231855 40.7717290560806)
-73.9741944367138,40.7769889953596,13B-PM-1008-01,13B,PM,10082018,1,Adult,Gray,White,Gray+White,,Above Ground,2,on railing,true,false,false,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9741944367138 40.7769889953596)
-73.9589367709165,40.7896465303483,31F-PM-1007-04,31F,PM,10072018,4,Adult,Gray,,Gray+,,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,true,false,false,false,true,,POINT (-73.9589367709165 40.7896465303483)
-73.96362827608,40.7807994595242,21G-AM-1014-02,21G,AM,10142018,2,Adult,Gray,White,Gray+White,,Above Ground,3,fence,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.96362827608 40.7807994595242)
-73.9694784056618,40.7787735291442,16D-PM-1010-01,16D,PM,10102018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,,true,false,false,true,true,,false,false,false,false,false,false,true,false,,POINT (-73.9694784056618 40.7787735291442)
-73.9710116801402,40.7723689301989,10G-PM-1017-08,10G,PM,10172018,8,Adult,Black,Cinnamon,Black+Cinnamon,,Above Ground,10,,false,false,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9710116801402 40.7723689301989)
-73.9757436019432,40.7746064363227,10B-PM-1014-01,10B,PM,10142018,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,on lawn in front of a tree,false,false,false,false,true,,false,false,false,false,true,false,false,false,stay on ground but went to other side of tree to hide from a dog,POINT (-73.9757436019432 40.7746064363227)
-73.9757787135906,40.7737231427345,9B-PM-1013-03,09B,PM,10132018,3,Juvenile,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,true,false,true,false,,POINT (-73.9757787135906 40.7737231427345)
-73.9558474701153,40.7913335515534,34H-AM-1007-01,34H,AM,10072018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,40,tree,false,false,false,false,false,,true,true,false,false,false,false,false,false,,POINT (-73.9558474701153 40.7913335515534)
-73.9676639740486,40.7745369616499,13H-PM-1010-07,13H,PM,10102018,7,Adult,Gray,,Gray+,,Ground Plane,FALSE,,true,false,false,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9676639740486 40.7745369616499)
-73.9702963056917,40.7697928730791,7H-AM-1006-11,07H,AM,10062018,11,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,false,true,false,false,,POINT (-73.9702963056917 40.7697928730791)
-73.9734695768004,40.7716297491384,8E-PM-1008-05,08E,PM,10082018,5,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,"5, 6, 7 all at same tree trunk base",false,false,false,true,true,,false,false,false,false,false,false,false,false,,POINT (-73.9734695768004 40.7716297491384)
-73.9793952066038,40.7707837657859,4A-PM-1007-03,04A,PM,10072018,3,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,by rock,false,false,false,true,true,,false,false,false,false,false,false,true,false,,POINT (-73.9793952066038 40.77078376578591)
-73.9525747516914,40.7977257435263,42F-PM-1017-02,42F,PM,10172018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,true,false,false,false,false,playing,false,false,false,false,false,false,true,false,,POINT (-73.95257475169142 40.7977257435263)
-73.9589770206691,40.791240542172,33E-AM-1014-05,33E,AM,10142018,5,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,false,false,true,false,,POINT (-73.9589770206691 40.791240542172)
-73.9642717435966,40.782087049693,22F-AM-1007-05,22F,AM,10072018,5,Adult,Gray,White,Gray+White,,Above Ground,10,tree,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9642717435966 40.782087049693)
-73.9742973420446,40.7691801644292,5F-AM-1007-04,05F,AM,10072018,4,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,,rocks,false,false,false,true,true,,false,false,false,false,false,false,false,false,,POINT (-73.9742973420446 40.7691801644292)
-73.9502466289084,40.7959228779883,41I-AM-1018-02,41I,AM,10182018,2,Juvenile,Gray,,Gray+,,Ground Plane,FALSE,,true,false,false,false,true,,false,false,false,false,false,false,false,false,runs off,POINT (-73.9502466289084 40.7959228779883)
-73.9720887275538,40.7760799537976,13D-PM-1018-08,13D,PM,10182018,8,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",Gray & Cinnamon selected as Primary. White selected as Highlights. Made executive adjustments.,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,false,false,true,false,,POINT (-73.9720887275538 40.7760799537976)
-73.9641462360541,40.7778316005464,18I-PM-1007-09,18I,PM,10072018,9,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,20,,false,false,true,false,false,canoodling w/ 8,false,false,false,false,false,false,true,false,,POINT (-73.9641462360541 40.7778316005464)
-73.9714057327159,40.7720375135272,9F-PM-1014-04,09F,PM,10142018,4,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,false,false,true,false,,POINT (-73.9714057327159 40.7720375135272)
-73.9678774314725,40.7738535171265,12H-PM-1007-04,12H,PM,10072018,4,,Gray,Cinnamon,Gray+Cinnamon,,,,,false,false,false,true,false,mushroom,false,false,false,false,false,false,true,false,,POINT (-73.9678774314725 40.7738535171265)
-73.9725906016474,40.7713889729739,8F-PM-1012-05,08F,PM,10122018,5,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,true,false,false,false,false,,false,false,false,false,true,false,false,false,,POINT (-73.9725906016474 40.7713889729739)
-73.9706929341294,40.7760473872395,13E-PM-1008-06,13E,PM,10082018,6,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,false,false,true,false,,POINT (-73.9706929341294 40.77604738723951)
-73.9701335162984,40.7722051011357,10G-AM-1006-10,10G,AM,10062018,10,Adult,Gray,,Gray+,,Ground Plane,FALSE,,false,true,false,false,false,,false,true,false,false,false,false,false,false,,POINT (-73.9701335162984 40.7722051011357)
-73.9644293195773,40.7813829172072,21F-AM-1018-02,21F,AM,10182018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,false,false,false,true,false,,false,false,false,false,true,false,true,false,,POINT (-73.9644293195773 40.7813829172072)
-73.9753140640445,40.7734037805101,9C-AM-1006-02,09C,AM,10062018,2,Adult,Gray,,Gray+,,Ground Plane,FALSE,,true,false,false,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9753140640445 40.7734037805101)
-73.960300330029,40.7953475871869,36B-AM-1013-03,36B,AM,10132018,3,,Gray,,Gray+,,Ground Plane,FALSE,,true,false,false,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.960300330029 40.7953475871869)
-73.959514034869,40.789911786416,31E-PM-1006-02,31E,PM,10062018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,under bushes,false,false,false,true,true,,false,true,false,false,false,false,true,false,,POINT (-73.959514034869 40.789911786416)
-73.9752793195744,40.7733960128931,9C-AM-1006-03,09C,AM,10062018,3,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,true,false,false,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9752793195744 40.7733960128931)
-73.9688574691102,40.7837825208444,21B-AM-1019-04,21B,AM,10192018,4,,,,+,,,,,false,false,false,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9688574691102 40.7837825208444)
-73.9547878025303,40.7899151873467,33I-PM-1006-05,33I,PM,10062018,5,Adult,Gray,,Gray+,,Ground Plane,FALSE,,false,false,false,true,true,,false,false,false,false,false,false,true,false,,POINT (-73.9547878025303 40.7899151873467)
-73.965848283831,40.7797243033057,19F-PM-1017-01,19F,PM,10172018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.965848283831 40.7797243033057)
-73.9735750352959,40.7694500333777,6F-PM-1008-06,06F,PM,10082018,6,Adult,Cinnamon,"Gray, White","Cinnamon+Gray, White",White patches. Almost looks like fox squirrel,,,,false,false,false,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9735750352959 40.7694500333777)
-73.9624546917649,40.7888234959792,29D-AM-1014-04,29D,AM,10142018,4,Juvenile,Gray,,Gray+,,Ground Plane,FALSE,Rock a,false,false,false,false,true,,false,false,false,false,false,false,true,false,,POINT (-73.9624546917649 40.78882349597921)
-73.9549135206961,40.798525897229,42D-PM-1013-03,42D,PM,10132018,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,25,in tree,false,false,false,true,false,,false,false,false,false,false,false,true,false,,POINT (-73.9549135206961 40.798525897229)
-73.9648195433192,40.7796399955868,19G-PM-1017-03,19G,PM,10172018,3,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,false,false,true,true,false,staring,false,false,false,false,true,false,false,false,,POINT (-73.9648195433192 40.7796399955868)
-73.9661785940531,40.7742569936186,13I-PM-1008-01,13I,PM,10082018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,5,climbed tree,true,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9661785940531 40.7742569936186)
-73.9592103064327,40.7904390691553,32E-PM-1017-10,32E,PM,10172018,10,Adult,Gray,,Gray+,,Ground Plane,FALSE,,false,false,false,true,true,,false,false,false,false,false,false,false,true,,POINT (-73.9592103064327 40.7904390691553)
-73.9664450399121,40.7887844904695,27A-AM-1008-02,27A,AM,10082018,2,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,true,false,false,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9664450399121 40.7887844904695)
-73.9683041099256,40.7862652300082,24A-AM-1014-01,24A,AM,10142018,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,true,false,false,false,false,,false,false,false,false,false,false,false,false,freezes,POINT (-73.9683041099256 40.7862652300082)
-73.970308716071,40.7763985667344,14E-AM-1008-20,14E,AM,10082018,20,Adult,Gray,,Gray+,,Ground Plane,FALSE,,false,false,false,false,true,walking,false,false,false,false,false,false,true,false,,POINT (-73.970308716071 40.7763985667344)
-73.9579724119943,40.7948709900016,37D-AM-1018-01,37D,AM,10182018,1,Juvenile,Gray,White,Gray+White,,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,false,false,true,false,,POINT (-73.9579724119943 40.7948709900016)
-73.9780659679557,40.7672382282781,1D-PM-1007-06,01D,PM,10072018,6,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,false,false,false,false,true,,false,false,false,false,false,false,true,false,,POINT (-73.9780659679557 40.7672382282781)
-73.9717201378775,40.776120280884,13D-PM-1018-02,13D,PM,10182018,2,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,true,false,false,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9717201378775 40.776120280884)
